Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
24,RC2527000998,,NAGAPUR,SHIVANI ENTERPRISES,DISPLAY PCB ICX 160 TS NEO,E201022343654,2025-12-04 00:00:00,NAGR07092503224540,971084,NOT WORKING,PAWAN,2024-05-01 00:00:00,,,NA,NA,Pass,Found OK,NA ,,NFF,,ND,AartiG,AmitG
25,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,2024-08-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S5/S6/S4/LED/LED/LED FAULTY,S1/S2/S5/S6/S4/LED/LED/LED,OK,,ND,AartiG,AmitG
26,RC2527000998,,RAIPUR,BASANT SERVICE,DISPLAY PCB ICX 160 TS NEO,E201092390791,15/08/2025,RAIR02092503185406-1,971084,NOT WORKING,SANJEY KEWAT,2023-07-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/LED FAULTY,S1/LED,OK,,ND,AartiG,AmitG
27,RC2527000998,,KOLKATA,GS SERVICE,DISPLAY PCB ICX 160 TS NEO,E201032583976,2025-06-08 00:00:00,3030522-1,971084,NOT WORKING,RAJIT,2024-11-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AartiG
28,RC2527000998,,JABALPUR,ADARSH ELECTRIC,DISPLAY PCB ICX 160 TS NEO,X999102217270,21/10/2024,JABR31082503166831-1,971084,Dead,DEEPAK CHOU DHAUY,2023-08-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
29,RC2527000998,,NA,NEO,DISPLAY PCB ICX 160 TS NEO,E20132580952,NA,2503139888-2,971084,Dead,JISHAN,2024-11-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S12 FAULTY,S12,OK,,ND,AartiG,AmitG
30,RC2527000998,,RAIPUR,AARAV SALES,DISPLAY PCB ICX 160 TS NEO,E20169241814,NA,RAIR12092503268971,971084,NOT WORKING,PARHAT,2025-07-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S4/S10/LED/LED FAULTY,S1/S2/S4/S10/LED/LED,OK,,ND,AartiG,AmitG
31,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,2024-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S8/LED/CN1 FAULTY,S8/LED/CN1,OK,,ND,AartiG,AmitG
32,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,E201032402628,16/11/2024,RAIRB092503282906,971084,Dead,NA,2024-09-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,LED/LED FAULTY,LED/LED,OK,,ND,AartiG,AmitG
33,RC2527000998,,BAREILLY,JESUS ELECTRONICS,DISPLAY PCB ICX 160 TS NEO,E201072504361,NA,BAUY13092503281034-2,971084,Dead,AYUSH,2024-08-01 00:00:00,,,NA,NA,Pass,Found OK,NA ,,NFF,,ND,AartiG,AartiG
34,RC2527000998,,RAIPUR,PERFECT SERVICE CENTER,DISPLAY PCB ICX 160 TS NEO,E201092450497,25/06/2025,RATR30082503154022,971084,Dead,SHEKH KALIM,2024-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S5/S12 FAULTY,S1/S2/S5/S12,OK,,ND,AartiG,AmitG
35,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,B2011024015698,2025-10-07 00:00:00,3083345-1,971084,Dead,PRADIR ,2025-02-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
36,RC2527000998,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ICX 160 TS NEO,E2011224036601,2025-09-08 00:00:00,RAIR10092503253617-1,971084,NOT WORKING,SHRAWAN,2024-08-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,LED FAULTY,LED,OK,,ND,AartiG,AmitG
37,RC2527000998,,KOLKATA,GSS SERVICE POINT,DISPLAY PCB ICX 160 TS NEO,E201012550916,2025-06-02 00:00:00,KOL203082502938224-1,971084,Dead,RAJESH,2025-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S12/LED/LED FAULTY,S1/S12/LED/LED,OK,,ND,AartiG,AmitG
38,RC2527000998,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ICX 160 TS NEO,BO3002254848,19/06/2025,2503037924-1,971084,Dead,NA,2025-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S6/S7/S8/U2 FAULTY,S6/S7/S8/U2,OK,,ND,AartiG,AmitG
39,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,NA,24-11-2025,,NA,NA,Fail,Not Working,S10/S12/LED FAULTY,S10/S12/LED,OK,,ND,AartiG,AartiG
40,RC2527000998,,NA,SAGAR ELECTRICAL,DISPLAY PCB ICX 160 TS NEO,E201092402864,NA,17072802788753,971084,Dead,NA,2024-07-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/LED FAULTY,S1/S2/LED,OK,,ND,AartiG,AmitG
41,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,E2011024015898,2025-10-07 00:00:00,3114757-1,971084,Dead,PRADIR ,2024-08-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
42,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,E201072434427,NA,3117113-1,971084,Dead,NA,2023-08-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S4/S5/S12 FAULTY,S4/S5/S12,OK,,ND,AartiG,AmitG
43,RC2527000998,,NAGAPUR,SHEMA ELECTRICAL,DISPLAY PCB ICX 160 TS NEO,E20112243131,2025-10-09 00:00:00,RA201032503209162,971084,Dead,NA,2024-12-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
44,RC2527000998,,KOLKATA,AROHI,DISPLAY PCB ICX 160 TS NEO,NA,NA,KOLAO5092503212645-1,971084,NOT WORKING,RASUDI HOSSAIN,2024-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S7/S8 FAULTY,S7/S8,OK,,ND,AartiG,AmitG
45,RC2527000998,,PARGANAS,TARA MAA ENTERPRISES,DISPLAY PCB ICX 160 TS NEO,NA,NA,401216092503304095-1,971084,Dead,NA,2025-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S12/S13,OK,,ND,AartiG,AartiG
46,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,2025-07-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S12/LED FAULTY,S12/LED,OK,,ND,AartiG,AmitG
47,RC2527000998,,BBSR,DATTAKRUPA ELECTRICAL,DISPLAY PCB ICX 160 TS NEO,E201122310445,13/10/2025,3105713-1,971084,NOT WORKING,NA,2023-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S12/S9/LED/LED/LED/LED FAULTY,S1/S2/S12/S9/LED/LED/LED/LED,OK,,ND,AartiG,AmitG
48,RC2527000998,,INDORE,GULSHAN EANTERPRISES,DISPLAY PCB ICX 160 TS NEO,E201122436529,23/07/2025,02776039-1,971084,Dead,ARAMAN ,2024-09-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1 FAULTY,S1,OK,,ND,AartiG,AmitG
49,RC2527000998,,INDORE,MOHAN ELECTRONIC,DISPLAY PCB ICX 160 TS NEO,E201012560628,2025-10-07 00:00:00,BH0202092503182749-2,971084,Dead,SHAHOD KHON,2024-06-01 00:00:00,,,NA,NA,Pass,Found OK,NA ,,NFF,,ND,AartiG,AmitG
50,RC2527000998,,JABALPUR,DK TRADERS,DISPLAY PCB ICX 160 TS NEO,E201032579734,16/06/2025,682503093735,971084,Dead,ABHISHEK,2025-03-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S13,OK,,ND,AartiG,AmitG
51,RC2527000998,,NAGAPUR,GAJANAN ELECTRICAL SERVICE,DISPLAY PCB ICX 160 TS NEO,E201092215615,2025-01-01 00:00:00,NAGR07092503221627-1,971084,NOT WORKING,TARESH,2022-09-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S5/S6/S7/LED/LED/LED/LED/LED/LED/LED/LED/U2 FAULTY,S1/S2/S5/S6/S7/LED/LED/LED/LED/LED/LED/LED/LED/U2,OK,,ND,AartiG,AartiG
52,RC2527000998,,NA,NCP,DISPLAY PCB ICX 160 TS NEO,E201122431148,23/02/2025,390269,971084,NOT WORKING,NA,2024-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S3/LED/LED FAULTY,S3/LED/LED,OK,,ND,AartiG,AmitG
53,RC2527000998,,RAIPUR,PERFECT SERVICE CENTER,DISPLAY PCB ICX 160 TS NEO,E201122442264,NA,RAIR29082503150321,971084,Dead,DUSHYANT SANY,2024-09-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S10 FAULTY,S10,OK,,ND,AartiG,AmitG
54,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,E201102415043,2024-06-11 00:00:00,2503044788-2,971084,Dead,NA,2024-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,U2/S1/S4/S7/S8/S12/S10 FAULTY,U2/S1/S4/S7/S8/S12/S10,OK,,ND,AartiG,AmitG
55,RC2527000998,,INDORE,MODERN ELECTRICAL,DISPLAY PCB ICX 160 TS NEO,E20192445212,2024-01-12 00:00:00,BHOL10092503256745-1,971084,Dead,A YADAV,2024-09-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S3/S4/S5/S6/S8 FAULTY,S3/S4/S5/S6/S8,OK,,ND,AartiG,AmitG
56,RC2527000998,,INDORE,SHRE KANHA JI ENTERPRISES,DISPLAY PCB ICX 160 TS NEO,E2011122440129,2025-10-04 00:00:00,2503041010-1,971084,Dead,NA,2024-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,LED FAULTY,LED,OK,,ND,AartiG,AmitG
57,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,E2010325073723,2025-11-08 00:00:00,3043735-1,971084,Dead,MD G AKARM,2025-03-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S10/S12 FAULTY,S10/S12,OK,,ND,AartiG,AartiG
58,RC2527000998,,KOLKATA,NPB,DISPLAY PCB ICX 160 TS NEO,NA,NA,KOLA26082503126220-1,971084,NOT WORKING,NA,2025-01-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S4/S6/S7/S8 FAULTY,S4/S6/S7/S8,OK,,ND,AartiG,AmitG
59,RC2527000998,,RAIPUR,,DISPLAY PCB ICX 160 TS NEO,E201072357479,2024-03-09 00:00:00,RAIR28082503142221-3,971084,NOT WORKING,YATENDAR,NA,24-11-2025,,NA,NA,Fail,Not Working,S5 FAULTY,S5,OK,,ND,AartiG,AmitG
60,RC2527000998,,GUJRAT,DHAVAL ELECTRIC,DISPLAY PCB ICX 160 TS NEO,E20102562883,NA,AHMD25092503381425-1,971084,NOT WORKING,NILESH BHAI ROSHIYA,2025-06-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
61,RC2527000998,,KOLKATA,AHAN ELECTRICALS,DISPLAY PCB ICX 160 TS NEO,B201032575022,NA,KO2929082503152107-1,971084,Dead,NA,2025-03-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/LED/LED/LED/LED FAULTY,S1/LED/LED/LED/LED,OK,,ND,AartiG,AmitG
62,RC2527000998,,NAGAPUR,NA,DISPLAY PCB ICX 160 TS NEO,E201122440031,NA,RAIR11052503266519,971084,Dead,NA,2024-12-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S12/S13/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S12/S13/LED/LED,OK,,ND,AartiG,AmitG
63,RC2527000998,,INDORE,NA,DISPLAY PCB ICX 160 TS NEO,E2010924335,NA,02960334-2,971084,Dead,ARAJET,2024-09-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S12/LED FAULTY,S12/LED,OK,,ND,AartiG,AartiG
64,RC2527000998,,NA,AE ENTERPRISES,DISPLAY PCB ICX 160 TS NEO,E201O12556964,28/07/2025,19082503057409,971084,Dead,SAHID,2025-06-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
65,RC2527000998,,RAIPUR,AMV,DISPLAY PCB ICX 160 TS NEO,E201062587985,NA,RAIR20087985,971084,NOT WORKING,NA,2024-09-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
66,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,2025-03-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S10/S1/S7/LED/LED/LED FAULTY,S10/S1/S7/LED/LED/LED,OK,,ND ,AartiG,AmitG
67,RC2527000998,,RAIPUR,SAGAR ELECTRICAL,DISPLAY PCB ICX 160 TS NEO,E201012550336,NA,19072502803287,971084,Dead,NA,2025-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S8/LED FAULTY,S8/LED,OK,,ND,AartiG,AmitG
68,RC2527000998,,KOLKATA,DOINANDIN,DISPLAY PCB ICX 160 TS NEO,E201112424914,20/05/2025,3101465,971084,NOT WORKING,SUJET ,2025-09-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
69,RC2527000998,,KOLKATA,DOINANDIN,DISPLAY PCB ICX 160 TS NEO,E201032577148,2025-05-08 00:00:00,3097330,971084,NOT WORKING,PARTA,2025-03-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S5/LED/LED/LED/LED FAULTY,S1/S2/S5/LED/LED/LED/LED,OK,,ND,AartiG,AartiG
70,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,2025-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S5/S6/S8/S10/S12/S13/LED/LED FAULTY,S5/S6/S8/S10/S12/S13/LED/LED,OK,,ND,AartiG,AmitG
71,RC2527000998,,JABALPUR,NA,DISPLAY PCB ICX 160 TS NEO,E201122430365,15/07/2025,308821,971084,Dead,ANUJ SINGH,2025-07-01 00:00:00,,,NA,NA,Pass,Found OK,NA,,NFF,,ND,AartiG,AmitG
72,RC2527000998,,NAGAPUR,SHIV BALAJI ENTERPRISES,DISPLAY PCB ICX 160 TS NEO,E201092448126,2025-06-02 00:00:00,NAGR29082503145261,971084,NOT WORKING,SURAJ,2023-06-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S3/LED/LED FAULTY,S3/LED/LED,OK,,ND,AartiG,AmitG
73,RC2527000998,,NA,NA,DISPLAY PCB ICX 160 TS NEO,NA,NA,NA,971084,NA,NA,2024-05-01 00:00:00,24-11-2025,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/LED LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/LED,OK,,ND,AartiG,AmitG
